Year,Stage_Level_CO2e_Available,Country,Industry,Sector,Product_Weight,PCF_Protocol,PCF
2014,Yes,Italy,Food & Staples Retailing,Food & Beverage,1.0,ISO,1.279
2015,Yes,Italy,Not used for 2015 reporting,Food & Beverage,1.0,ISO,1.317
2014,Yes,Italy,Food & Staples Retailing,Food & Beverage,1.0,ISO,0.947
2015,Yes,Italy,Not used for 2015 reporting,Food & Beverage,1.0,ISO,0.848
2014,Yes,Italy,Food & Staples Retailing,Food & Beverage,1.0,ISO,1.027
2015,Yes,Italy,Not used for 2015 reporting,Food & Beverage,1.0,ISO,0.885
2014,Yes,Italy,Food & Staples Retailing,Food & Beverage,1.0,ISO,1.67
2015,Yes,Italy,Not used for 2015 reporting,Food & Beverage,1.0,ISO,1.701
2014,Yes,Italy,Food & Staples Retailing,Food & Beverage,1.0,ISO,0.926
2015,Yes,Italy,Not used for 2015 reporting,Food & Beverage,1.0,ISO,0.936
2014,No,Italy,Food & Staples Retailing,Food & Beverage,0.14,ISO,0.181
2015,No,Italy,Not used for 2015 reporting,Food & Beverage,0.14,ISO,0.211
2014,No,Italy,Food & Staples Retailing,Food & Beverage,0.27,ISO,0.316
2015,No,Italy,Not used for 2015 reporting,Food & Beverage,0.27,ISO,0.365
2016,No,Italy,Food & Staples Retailing,Food & Beverage,0.27,ISO,0.386
2014,No,Italy,Food & Staples Retailing,Food & Beverage,0.275,ISO,0.323
2015,Yes,Italy,Not used for 2015 reporting,Food & Beverage,0.275,ISO,1.236
2016,No,Italy,Food & Staples Retailing,Food & Beverage,0.275,ISO,0.34
2016,No,Italy,Food & Staples Retailing,Food & Beverage,1.0,ISO,1.33
2013,Yes,USA,Food Products,Food & Beverage,0.179,Not reported,0.68
2013,Yes,USA,Food Products,Food & Beverage,0.179,Not reported,0.39
2013,No,USA,Food Products,Food & Beverage,1000.0,PAS2050,1361.0
2014,No,USA,Food Products,Food & Beverage,1000.0,PAS2050,1360.0
2014,No,United Kingdom,Metals & Mining,Construction & commercial materials,1.0,ISO,1.1
2014,No,United Kingdom,Metals & Mining,Construction & commercial materials,1.0,ISO,1.2
2014,No,United Kingdom,Metals & Mining,Construction & commercial materials,1.0,ISO,1.05
2017,No,Japan,Beverages,Food & Beverage,0.12,ISO,1.69
2017,No,Japan,Beverages,Food & Beverage,0.0465,ISO,0.33
2015,Yes,Japan,Not used for 2015 reporting,Food & Beverage,25.0,CFP Japan,130.0
2017,Yes,Japan,Beverages,Food & Beverage,25.0,ISO,130.0
2017,Yes,Japan,Beverages,Food & Beverage,20.0,ISO,301.0
2017,No,Japan,Beverages,Food & Beverage,0.126,ISO,0.74
2017,Yes,Japan,Beverages,Food & Beverage,25.0,ISO,319.0
2017,Yes,Japan,Beverages,Food & Beverage,20.0,ISO,433.0
2017,Yes,Japan,Beverages,Food & Beverage,20.0,ISO,585.0
2017,Yes,Japan,Beverages,Food & Beverage,20.0,ISO,393.0
2017,No,Japan,Beverages,Food & Beverage,0.011,ISO,0.03
2017,No,Japan,Beverages,Food & Beverage,0.4,ISO,1.01
2017,Yes,Japan,Beverages,Food & Beverage,20.0,ISO,58.0
2017,No,Japan,Beverages,Food & Beverage,0.058,ISO,0.5
2017,No,Japan,Beverages,Food & Beverage,0.12,ISO,0.58
2017,No,Japan,Beverages,Food & Beverage,0.075,ISO,0.24
2017,No,Japan,Beverages,Food & Beverage,0.4,ISO,1.07
2017,No,Japan,Beverages,Food & Beverage,0.085,ISO,0.58
2017,No,Japan,Beverages,Food & Beverage,0.25,ISO,0.2
2017,No,Japan,Beverages,Food & Beverage,25.0,ISO,780.0
2017,No,Japan,Beverages,Food & Beverage,0.09,ISO,0.27
2017,No,Japan,Beverages,Food & Beverage,0.1,ISO,0.23
2017,Yes,Japan,Beverages,Food & Beverage,12.0,ISO,155.0
2016,No,Spain,Food Products,Food & Beverage,220.0,GHGP,155.71
2016,No,Spain,Food Products,Food & Beverage,25.0,GHGP,12.52
2016,No,Spain,Food Products,Food & Beverage,238.0,GHGP,155.78
2016,No,Spain,Food Products,Food & Beverage,25.0,GHGP,16.22
2014,No,Germany,Food Products,Food & Beverage,0.002,Not reported,0.02041
2015,No,Germany,Food Products,Food & Beverage,0.002,Not reported,0.02041
2015,No,South Africa,Not used for 2015 reporting,Packaging for consumer goods,1000.0,Not reported,871.0
2013,No,USA,Electrical Equipment,Comm. equipm. & capital goods,0.03,Not reported,0.0295
2014,No,USA,Electrical Equipment,Comm. equipm. & capital goods,0.03,EICC Tool,0.0255
2015,No,USA,Not used for 2015 reporting,Comm. equipm. & capital goods,0.03,EICC Tool,0.023
2016,No,USA,Commercial Services & Supplies,"Home durables, textiles, & equipment",59.02,ISO,39.5
2016,No,USA,Commercial Services & Supplies,"Home durables, textiles, & equipment",16.78,ISO,34.0
2013,Yes,Japan,Electrical Equipment,Comm. equipm. & capital goods,17.46331,ISO,3653.0
2014,Yes,Japan,Building Products,Comm. equipm. & capital goods,17.46331,ISO,3505.0
2015,Yes,Japan,Electrical Equipment,Comm. equipm. & capital goods,17.46331,ISO,3505.0
2017,Yes,Japan,Building Products,Comm. equipm. & capital goods,17.46331,ISO,4218.0
2017,Yes,Japan,Building Products,Comm. equipm. & capital goods,149.685,ISO,51066.0
2017,Yes,Japan,Building Products,Comm. equipm. & capital goods,128.367,ISO,39653.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1790.0,ISO,57100.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1735.0,ISO,40600.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1425.0,ISO,30500.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1535.0,ISO,31500.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1850.0,ISO,48800.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1730.0,ISO,69000.0
2016,No,Germany,Auto Components,Automobiles & components,1200.0,ISO,32000.0
2016,No,Germany,Auto Components,Automobiles & components,1200.0,ISO,34000.0
2016,No,Germany,Auto Components,Automobiles & components,1650.0,ISO,12000.0
2016,No,Germany,Auto Components,Automobiles & components,1400.0,ISO,36000.0
2016,No,Germany,Auto Components,Automobiles & components,1800.0,ISO,39000.0
2016,No,Germany,Auto Components,Automobiles & components,1925.0,ISO,24000.0
2016,No,Germany,Auto Components,Automobiles & components,1200.0,ISO,31000.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1425.0,ISO,32500.0
2016,No,Germany,Auto Components,Automobiles & components,2220.0,ISO,60000.0
2016,No,Germany,Auto Components,Automobiles & components,1500.0,ISO,50000.0
2016,No,Germany,Auto Components,Automobiles & components,2320.0,ISO,41000.0
2016,Yes,Germany,Auto Components,Automobiles & components,2100.0,ISO,38000.0
2016,Yes,Germany,Auto Components,Automobiles & components,1925.0,ISO,26000.0
2016,No,Germany,Auto Components,Automobiles & components,1400.0,ISO,33000.0
2016,No,Germany,Auto Components,Automobiles & components,2500.0,ISO,39000.0
2016,No,Germany,Auto Components,Automobiles & components,2000.0,ISO,27000.0
2016,No,Germany,Auto Components,Automobiles & components,3500.0,ISO,91000.0
2016,No,Germany,Auto Components,Automobiles & components,3500.0,ISO,39000.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1505.0,ISO,50500.0
2016,No,Germany,Auto Components,Automobiles & components,2050.0,ISO,85000.0
2016,No,Germany,Auto Components,Automobiles & components,2715.0,ISO,51000.0
2016,No,Germany,Auto Components,Automobiles & components,2595.0,ISO,66000.0
2016,No,Germany,Auto Components,Automobiles & components,2585.0,ISO,38000.0
2016,No,Germany,Auto Components,Automobiles & components,2065.0,ISO,72000.0
2016,No,Germany,Auto Components,Automobiles & components,2015.0,ISO,45000.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1580.0,ISO,27400.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1680.0,ISO,47200.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,2110.0,Not reported,43600.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,2015.0,ISO,54000.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1725.0,ISO,22600.0
2015,No,Germany,Not used for 2015 reporting,Automobiles & components,1490.0,ISO,30000.0
2013,Yes,France,Food Products,Food & Beverage,1.0,PAS2050,1.531
2013,Yes,France,Food Products,Food & Beverage,1.0,PAS2050,1.297
2013,Yes,France,Food Products,Food & Beverage,1.0,PAS2050,0.174
2015,Yes,France,Not used for 2015 reporting,Food & Beverage,1.0,PAS2050,0.145
2015,Yes,France,Not used for 2015 reporting,Food & Beverage,1.0,Not reported,2.279
2015,Yes,France,Not used for 2015 reporting,Food & Beverage,1.0,Not reported,1.26
2015,Yes,France,Not used for 2015 reporting,Food & Beverage,1.0,Not reported,2.253
2016,No,France,Chemicals,Chemicals,1.785714286,Not reported,0.567
2016,No,France,Chemicals,Chemicals,1.25,Not reported,0.501
2014,No,Taiwan,Computers & Peripherals,"Computer, IT & telecom",0.445,PAS2050,10.41
2015,No,Taiwan,Not used for 2015 reporting,"Computer, IT & telecom",0.158,PAS2050,0.89
2016,Yes,Taiwan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.26,PAS2050,1.86
2016,Yes,Taiwan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",0.363,PAS2050,7.9
2016,Yes,Taiwan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",81.918782,PAS2050,686.42
2016,Yes,Taiwan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",4.1,ISO,69.437
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",2.12,Not reported,348.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",2.56,Not reported,408.0
2013,No,USA,Computers & Peripherals,"Computer, IT & telecom",2.52,ISO,350.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",1.36,Not reported,310.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",1.63,Not reported,276.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",7.03,Not reported,480.0
2013,No,USA,Computers & Peripherals,"Computer, IT & telecom",11.7,ISO,800.0
2013,No,USA,Computers & Peripherals,"Computer, IT & telecom",26.1,ISO,6360.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",26.1,Not reported,6360.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",5.7,Not reported,624.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",6.0,Not reported,667.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",2.0,Not reported,314.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",2.22,Not reported,309.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",2.0,Not reported,292.0
2015,Yes,USA,Not used for 2015 reporting,"Computer, IT & telecom",2.3,Not reported,311.0
2013,No,Netherlands,Chemicals,Chemicals,1.0,GHGP,5.5
2014,No,Netherlands,Chemicals,Chemicals,1000.0,GHGP,5500.0
2015,No,Netherlands,Not used for 2015 reporting,Chemicals,1000.0,GHGP,6500.0
2016,No,Netherlands,Chemicals,Chemicals,1000.0,GHGP,6240.0
2014,Yes,Netherlands,Chemicals,Chemicals,1000.0,GHGP,3100.0
2013,Yes,Netherlands,Chemicals,Chemicals,1000.0,GHGP,2000.0
2014,Yes,Netherlands,Chemicals,Chemicals,1000.0,GHGP,2000.0
2014,No,Netherlands,Chemicals,Chemicals,1000.0,GHGP,4900.0
2015,Yes,Netherlands,Not used for 2015 reporting,Chemicals,1000.0,GHGP,4700.0
2016,No,Netherlands,Chemicals,Chemicals,1000.0,GHGP,1320.0
2016,No,Netherlands,Chemicals,Chemicals,1000.0,Not reported,141.0
2016,No,Netherlands,Chemicals,Chemicals,1000.0,Not reported,440.0
2016,No,Netherlands,Chemicals,Chemicals,1.0,GHGP,2.85
2016,No,Netherlands,Chemicals,Chemicals,1000.0,Not reported,1800.0
2013,Yes,Netherlands,Chemicals,Chemicals,1000.0,GHGP,1600.0
2014,Yes,Netherlands,Chemicals,Chemicals,1000.0,GHGP,1600.0
2015,Yes,Netherlands,Not used for 2015 reporting,Chemicals,1000.0,GHGP,1600.0
2013,Yes,Netherlands,Chemicals,Chemicals,1000.0,GHGP,2200.0
2014,Yes,Netherlands,Chemicals,Chemicals,1000.0,GHGP,2200.0
2015,Yes,Netherlands,Not used for 2015 reporting,Chemicals,1000.0,GHGP,2200.0
2013,Yes,Netherlands,Chemicals,Chemicals,1.0,GHGP,3.0
2014,Yes,Netherlands,Chemicals,Chemicals,1000.0,GHGP,3420.0
2015,Yes,Netherlands,Not used for 2015 reporting,Chemicals,1000.0,GHGP,2580.0
2016,No,Netherlands,Chemicals,Chemicals,1.0,GHGP,2.54
2013,Yes,Netherlands,Chemicals,Chemicals,1.0,GHGP,2.2
2014,Yes,Netherlands,Chemicals,Chemicals,1000.0,GHGP,3010.0
2015,Yes,Netherlands,Not used for 2015 reporting,Chemicals,1000.0,GHGP,2760.0
2016,No,Netherlands,Chemicals,Chemicals,1.0,GHGP,2.69
2013,Yes,Netherlands,Chemicals,Chemicals,1.0,GHGP,2.0
2014,Yes,Netherlands,Chemicals,Chemicals,1000.0,GHGP,3400.0
2015,Yes,Netherlands,Not used for 2015 reporting,Chemicals,1000.0,GHGP,2910.0
2016,No,Netherlands,Chemicals,Chemicals,1.0,GHGP,3.56
2013,Yes,Netherlands,Chemicals,Chemicals,1000.0,GHGP,1200.0
2013,Yes,Netherlands,Chemicals,Chemicals,1000.0,GHGP,220.0
2013,No,Netherlands,Chemicals,Chemicals,1000.0,GHGP,850.0
2013,No,South Africa,Beverages,Food & Beverage,1041.666667,Not reported,2019.0
2016,No,South Africa,Beverages,Food & Beverage,1041.666667,GHGP,1280.0
2014,Yes,United Kingdom,Food & Staples Retailing,Food & Beverage,1000.0,Not reported,603.0
2015,No,United Kingdom,Not used for 2015 reporting,Food & Beverage,1000.0,GHGP,520.0
2016,Yes,United Kingdom,Beverages,Food & Beverage,1000.0,GHGP,561.0
2016,No,United Kingdom,Beverages,Food & Beverage,1000.0,GHGP,947.0
2016,No,United Kingdom,Beverages,Food & Beverage,1000.0,GHGP,599.0
2016,No,United Kingdom,Beverages,Food & Beverage,1000.0,GHGP,240.0
2016,No,Italy,Containers & Packaging,Packaging for consumer goods,0.354,ISO,0.944
2016,No,Italy,Containers & Packaging,Packaging for consumer goods,0.195,ISO,0.531
2015,Yes,South Korea,Not used for 2015 reporting,"Computer, IT & telecom",1.98804,ISO,79.188
2014,No,Taiwan,Auto Components,Automobiles & components,12.7,Not reported,105.924
2013,Yes,Italy,Containers & Packaging,Packaging for consumer goods,1.0,EPD,1.16
2013,No,Colombia,Beverages,Food & Beverage,0.00235,GHGP,0.0004
2014,No,Colombia,Beverages,Food & Beverage,0.00235,GHGP,0.00043
2013,No,China,Chemicals,Chemicals,1.0,Not reported,70.0
2013,No,China,Chemicals,Chemicals,1.0,Not reported,6.0
2014,No,USA,Containers & Packaging,Packaging for consumer goods,0.048,GHGP,0.07
2014,No,USA,Containers & Packaging,Packaging for consumer goods,0.0434,GHGP,0.01
2016,No,Indonesia,Containers & Packaging,Packaging for consumer goods,1000.0,Not reported,721.0
2013,No,Malaysia,Food Products,Food & Beverage,1.0,Not reported,65.71
2013,No,Malaysia,Food Products,Food & Beverage,1.0,Not reported,47.51
2013,No,Malaysia,Food Products,Food & Beverage,1.0,Not reported,45.81
2013,No,Malaysia,Food Products,Food & Beverage,1.0,Not reported,74.64
2015,Yes,Greece,Not used for 2015 reporting,Food & Beverage,1.0,GHGP,0.7
2014,Yes,USA,Metals & Mining,Construction & commercial materials,1000.0,ISO,3940.0
2016,No,USA,Metals & Mining,Construction & commercial materials,1000.0,ISO,410.0
2014,No,USA,Metals & Mining,Construction & commercial materials,1000.0,Not reported,5340.0
2016,No,USA,Metals & Mining,Construction & commercial materials,1000.0,ISO,410.0
2016,No,USA,Metals & Mining,Construction & commercial materials,1000.0,ISO,2219.0
2016,No,USA,Metals & Mining,Construction & commercial materials,1000.0,ISO,6512.0
2016,No,USA,Metals & Mining,Construction & commercial materials,1000.0,ISO,720.0
2014,No,China,Household Durables,"Home durables, textiles, & equipment",1.3,Bilan Carbone,50.0
2016,No,China,Electrical Equipment,Comm. equipm. & capital goods,1.0,Not reported,2.923
2013,Yes,Sweden,Household Durables,"Home durables, textiles, & equipment",6.4,EUPEF,409.0
2014,Yes,Sweden,Household Durables,"Home durables, textiles, & equipment",6.4,EUPEF,409.0
2015,Yes,Sweden,Not used for 2015 reporting,"Home durables, textiles, & equipment",6.4,Not reported,409.0
2013,Yes,Taiwan,Computers & Peripherals,"Computer, IT & telecom",1.3,PAS2050,213.17
2013,No,Taiwan,Computers & Peripherals,"Computer, IT & telecom",9.26,GHGP,1.672
2016,No,Germany,Auto Components,Automobiles & components,450.0,ISO,502.0
2016,No,Germany,Auto Components,Automobiles & components,450.0,ISO,446.0
2017,Yes,Japan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",26.0,ISO,2300.0
2017,Yes,Japan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",33.0,ISO,2400.0
2013,Yes,Japan,Office Electronics,"Computer, IT & telecom",13.0,GHGP,491.0
2013,Yes,Japan,Office Electronics,"Computer, IT & telecom",24.0,GHGP,573.0
2014,Yes,Japan,Office Electronics,"Computer, IT & telecom",25.600753,ISO,1400.0
2015,Yes,Japan,Not used for 2015 reporting,"Computer, IT & telecom",25.600753,ISO,1400.0
2017,Yes,Japan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",25.600753,ISO,1400.0
2014,Yes,Japan,Office Electronics,"Computer, IT & telecom",115.0,ISO,1500.0
2015,Yes,Japan,Not used for 2015 reporting,"Computer, IT & telecom",115.0,ISO,1500.0
2017,Yes,Japan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",31.7,ISO,1200.0
2017,Yes,Japan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",19.0,ISO,2300.0
2017,Yes,Japan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",31.7,ISO,1300.0
2017,Yes,Japan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",19.0,ISO,2300.0
2017,Yes,Japan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",31.7,ISO,1300.0
2013,Yes,Japan,Computers & Peripherals,"Computer, IT & telecom",5.89,ISO,140.1
2014,Yes,Japan,IT Services,"Computer, IT & telecom",5.89,ISO,140.1
2017,No,Japan,Software,"Computer, IT & telecom",7.0,ISO,690.0
2013,No,USA,Automobiles,Automobiles & components,1820.086,GHGP,27588.0
2014,Yes,USA,Automobiles,Automobiles & components,1820.086,GHGP,33933.0
2015,Yes,USA,Not used for 2015 reporting,Automobiles & components,1820.086,GHGP,39100.0
2016,No,USA,Auto Components,Automobiles & components,1820.086,GHGP,36386.0
2013,Yes,Switzerland,Machinery,Comm. equipm. & capital goods,1.0,Not reported,2.42
2016,Yes,USA,"Oil, Gas & Consumable Fuels",Chemicals,1000.0,GHGP,3025.0
2014,No,Japan,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",2270.0,ISO,9328.0
2016,Yes,Japan,Auto Components,Automobiles & components,2272.33,M. Env. Japan v2.2,191687.0
2014,No,Sweden,Paper & Forest Products,Construction & commercial materials,1000.0,Not reported,370.0
2015,Yes,Sweden,Not used for 2015 reporting,Construction & commercial materials,1000.0,CEPI,211.0
2014,No,Sweden,Paper & Forest Products,Construction & commercial materials,1000.0,Not reported,292.0
2015,Yes,Sweden,Not used for 2015 reporting,Construction & commercial materials,1000.0,CEPI,210.0
2015,No,South Korea,Not used for 2015 reporting,"Computer, IT & telecom",0.0084,Carbon Labeling Certificate,0.634
2015,No,South Korea,Not used for 2015 reporting,"Computer, IT & telecom",0.0084,Carbon Labeling Certificate,0.691
2015,No,South Korea,Not used for 2015 reporting,"Computer, IT & telecom",0.0084,Not reported,0.735
2013,No,Luxembourg,Metals & Mining,Construction & commercial materials,4.7,ISO,7.3
2013,No,Luxembourg,Metals & Mining,Construction & commercial materials,140000.0,ISO,167000.0
2015,Yes,France,Not used for 2015 reporting,"Computer, IT & telecom",0.6,GHGP,49.98
2013,Yes,USA,Computers & Peripherals,"Computer, IT & telecom",0.4082331,Not reported,29.0
2014,Yes,USA,Semiconductors & Semiconductor Equipment,"Computer, IT & telecom",0.4082331,Not reported,29.0
2013,Yes,USA,Computers & Peripherals,"Computer, IT & telecom",0.4082331,Not reported,14.0
2014,Yes,USA,Semiconductors & Semiconductor Equipment,"Computer, IT & telecom",0.4082331,Not reported,14.0
2013,Yes,USA,Computers & Peripherals,"Computer, IT & telecom",0.4082331,Not reported,7.0
2014,Yes,USA,Semiconductors & Semiconductor Equipment,"Computer, IT & telecom",0.4082331,Not reported,7.0
2017,No,United Kingdom,Chemicals,Chemicals,2.0,ISO,188.0
2017,No,United Kingdom,Chemicals,Chemicals,2.0,ISO,63.0
